serie;set;appAfkorting;huidigeMapping;rang;candidateExpansionId;score;overlap;appUniekeNamen;cmUniekeNamen;cmProducten;cardmarketSetcode;cardmarketSetnaam;sampleOverlap;sampleAlleenApp;sampleAlleenCardmarket;advies
Sword & Shield;Rebel Clash;RCL;;6;6407;0.0537;4;175;24;24;;;big charm, skyla, sonia, training court;abomasnow, aegislash, alcremie, appletun, applin, arcanine, arrokuda, barbaracle, barboach, barraskewda, bewear, binacle, boltund v, boss s orders;air balloon, aurora energy, boss s orders giovanni, centiskorch v radiating heat burning train, copperajah v adamantine press wrack down, evolution incense, great ball, grimmsnarl v bite spiky knuckle, lapras v body surf ocean loop, marnie, ordinary rod, pokegear 3 0, professor s research professor magnolia, quick ball;zwak/alternatief
Sword & Shield;Rebel Clash;RCL;;7;3389;0.0515;8;175;127;127;;;big charm, burning scarf, capacious bucket, dan, oleana, tool scrapper, turffield stadium, twin energy;abomasnow, aegislash, alcremie, appletun, applin, arcanine, arrokuda, barbaracle, barboach, barraskewda, bewear, binacle, boltund v, boss s orders;abomasnow soothing scent megaton lariat, air balloon, altaria miraculous charm speed dive, ampharos dazzle blast electric ball, arbok sharp fang tail snap, bede, beedrill poison jab, bill s analysis, boltund big bite fighting fangs, carvanha bite, centiskorch searing flame heat crawler, chewtle bite water gun, copperajah dig drain muscular nose, corviknight peck iron wings;zwak/alternatief
Sword & Shield;Rebel Clash;RCL;;8;6408;0.0513;10;175;207;222;;;big charm, burning scarf, dan, full heal, milo, poke ball, skyla, sonia, training court, turffield stadium;abomasnow, aegislash, alcremie, appletun, applin, arcanine, arrokuda, barbaracle, barboach, barraskewda, bewear, binacle, boltund v, boss s orders;abomasnow soothing scent megaton lariat, absol dark cutter, aggron sturdy gigaton stomp, air balloon, alcremie decorate draining kiss, ampharos dazzle blast electric ball, arbok sharp fang tail snap, aron ram headbutt, aurora energy, barbaracle rock hurl hand press, beartic slash frozen slice, bede, beedrill poison jab, binacle dual chop;zwak/alternatief
Sword & Shield;Sword & Shield;SSH;3600;1;3600;0.1998;24;161;76;117;;;bede, big charm, crushing hammer, energy retrieval, energy search, energy switch, evolution incense, great ball, hop, marnie, pal pad, poke kid, pokegear 3 0, pokemon catcher, pokemon center lady, potion, professor s research professor magnolia, quick ball;air balloon, aurora energy, baltoy, bisharp, blipbug, boltund, celebi v, centiskorch, chewtle, chinchou, cinccino, cinderace, claydol, clobbopus;baltoy spinning attack, blipbug call for family, boltund bite electrodash, celebi v find a friend line force, chinchou luring glow lightning ball, cinderace pyro ball burning kick, clobbopus punch, cloyster shell grab tidal wave, cottonee attach, cramorant water arrow water gun, diglett scratch, drampa dragon pulse, drizzile rain splash wave splash, dugtrio mud bomb;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
Sword & Shield;Sword & Shield;SSH;3600;2;3389;0.1693;25;161;127;127;;;air balloon, bede, big charm, crushing hammer, energy search, energy switch, evolution incense, great ball, hop, lucky egg, marnie, metal saucer, pal pad, poke kid, pokegear 3 0, pokemon catcher, pokemon center lady, potion;aurora energy, baltoy, bisharp, blipbug, boltund, celebi v, centiskorch, chewtle, chinchou, cinccino, cinderace, claydol, clobbopus, cloyster;abomasnow soothing scent megaton lariat, altaria miraculous charm speed dive, ampharos dazzle blast electric ball, arbok sharp fang tail snap, beedrill poison jab, bill s analysis, boltund big bite fighting fangs, burning scarf, capacious bucket, carvanha bite, centiskorch searing flame heat crawler, chewtle bite water gun, copperajah dig drain muscular nose, corviknight peck iron wings;zwak/alternatief
Sword & Shield;Sword & Shield;SSH;3600;3;2921;0.1662;31;161;203;258;;;air balloon, aurora energy, bede, big charm, crushing hammer, energy retrieval, energy search, energy switch, evolution incense, great ball, hop, hyper potion, lucky egg, lum berry, marnie, metal saucer, ordinary rod, pal pad;baltoy, bisharp, blipbug, boltund, celebi v, centiskorch, chewtle, chinchou, cinccino, cinderace, claydol, clobbopus, cloyster, copperajah;baltoy beam sand spray, baltoy spinning attack, bisharp charge order slicing blade, blipbug call for family, blipbug gnaw, boltund big bite fighting fangs, boltund bite electrodash, celebi v find a friend line force, centiskorch hundred foot flames searing flame, chewtle bite water gun, chinchou gentle slap, chinchou luring glow lightning ball, cinccino make do energy assist, cinderace flame cloak bright flame;zwak/alternatief
Sword & Shield;Sword & Shield;SSH;3600;4;6408;0.1589;30;161;207;222;;;air balloon, aurora energy, bede, big charm, crushing hammer, energy retrieval, energy search, energy switch, evolution incense, great ball, hop, hyper potion, lucky egg, lum berry, marnie, metal saucer, ordinary rod, pal pad;baltoy, bisharp, blipbug, boltund, celebi v, centiskorch, chewtle, chinchou, cinccino, cinderace, claydol, clobbopus, cloyster, copperajah;abomasnow soothing scent megaton lariat, absol dark cutter, aggron sturdy gigaton stomp, alcremie decorate draining kiss, ampharos dazzle blast electric ball, arbok sharp fang tail snap, aron ram headbutt, barbaracle rock hurl hand press, beartic slash frozen slice, beedrill poison jab, binacle dual chop, blipbug call for family, boltund big bite fighting fangs, boss s orders giovanni;zwak/alternatief
Sword & Shield;Sword & Shield;SSH;3600;5;3615;0.1544;11;161;24;24;;;bede, energy retrieval, energy switch, evolution incense, marnie, pokegear 3 0, pokemon catcher, professor s research professor magnolia, quick ball, rare candy, switch;air balloon, aurora energy, baltoy, big charm, bisharp, blipbug, boltund, celebi v, centiskorch, chewtle, chinchou, cinccino, cinderace, claydol;acro bike, cynthia, electropower, erika s hospitality, green s exploration, martial arts dojo, metal frying pan, net ball, pokemon communication, red s challenge, switch raft, triple acceleration energy, welder;zwak/alternatief
Sword & Shield;Sword & Shield;SSH;3600;6;6407;0.1544;11;161;24;24;;;air balloon, aurora energy, big charm, evolution incense, great ball, marnie, ordinary rod, pokegear 3 0, professor s research professor magnolia, quick ball, rare candy;baltoy, bede, bisharp, blipbug, boltund, celebi v, centiskorch, chewtle, chinchou, cinccino, cinderace, claydol, clobbopus, cloyster;boss s orders giovanni, centiskorch v radiating heat burning train, copperajah v adamantine press wrack down, grimmsnarl v bite spiky knuckle, lapras v body surf ocean loop, rillaboom v forest feast wood hammer, skyla, snorlax v swallow falling down, sonia, stonjourner v guard press mega kick, toxtricity v energize venom slap, training court, wobbuffet v gritty comeback shadow bind;zwak/alternatief
Sword & Shield;Sword & Shield;SSH;3600;7;4389;0.1406;8;161;15;16;;;bede, great ball, hop, poke kid, pokemon catcher, potion, professor s research professor magnolia, switch;air balloon, aurora energy, baltoy, big charm, bisharp, blipbug, boltund, celebi v, centiskorch, chewtle, chinchou, cinccino, cinderace, claydol;lightning energy, pikachu charge electro ball, pikachu v pika ball circle circuit, pikachu v volt tackle, pikachu vmax g max volt tackle, poke ball, raichu pain full punch mach bolt;zwak/alternatief
Sword & Shield;Sword & Shield;SSH;3600;8;4385;0.1305;10;161;28;30;;;bede, evolution incense, great ball, hop, marnie, metal saucer, pokegear 3 0, professor s research professor magnolia, quick ball, switch;air balloon, aurora energy, baltoy, big charm, bisharp, blipbug, boltund, celebi v, centiskorch, chewtle, chinchou, cinccino, cinderace, claydol;absol drag off slash, ariados spider net poison sting, boss s orders giovanni, darkrai darkness guard vortex of darkness, duraludon raging claws power blast, eternatus v power accelerator dynamax cannon, eternatus vmax eternal zone dread end, hoopa assault gate, lucario spike draw knuckle impact, melmetal energy link heavy impact, meltan headbutt beam, morpeko gather food hangry tackle, nickit tail whip, riolu best punch;zwak/alternatief
Sword & Shield;SWSH Black Star Promos;PR-SW;;1;6354;0.04;2;229;8;8;;;klara, marnie;alakazam v, alcremie, alolan exeggutor v, arcanine, arceus v, arceus vstar, archeops, arctozolt, arrokuda, bibarel, blanche, blastoise v, blastoise vmax, blitzle;bea, bede, hop, leon, nessa, raihan;zwak/alternatief
Sword & Shield;SWSH Black Star Promos;PR-SW;;2;2916;0.0306;8;229;282;386;;;blanche, candela, klara, marnie, poke ball, professor burnet, spark, special delivery charizard;alakazam v, alcremie, alolan exeggutor v, arcanine, arceus v, arceus vstar, archeops, arctozolt, arrokuda, bibarel, blastoise v, blastoise vmax, blitzle, boltund v;alakazam v zen spoon mind ruler, alcremie decorate draining kiss, alolan exeggutor v growing tall head swing, arcanine sun drenched tackle illustration contest 2022, arceus v trinity charge power edge, arceus vstar trinity nova starbirth, archeops primal turbo speed wing, arctozolt biting whirlpool electro ball, arrokuda flock peck, bibarel industrious incisors tail smash, blastoise v water gun torrential cannon, blastoise vmax grand falls g max bombard, blitzle thunder spear, boltund v electrify bolt storm;zwak/alternatief
Sword & Shield;SWSH Black Star Promos;PR-SW;;3;1634;0.0268;2;229;18;18;;;croagunk, eevee;alakazam v, alcremie, alolan exeggutor v, arcanine, arceus v, arceus vstar, archeops, arctozolt, arrokuda, bibarel, blanche, blastoise v, blastoise vmax, blitzle;bastiodon lv 49 strength, bibarel lv 22 rollout, cherrim lv 28 solarbeam, diglett lv 6 dig, gyarados lv 55 thrash tackle, heatran lv 60 heat boiler, lucario lv 41 metal claw pulse blast, mew lv 39 cut will o the wisp, mewtwo lv 65 super psy bolt, ninetales lv 42 flame tail, pikachu lv 16 volt tackle, rattata lv 9 bite, skuntank lv 35 rage, starmie lv 43 spiral drain;zwak/alternatief
Sword & Shield;SWSH Black Star Promos;PR-SW;;4;4786;0.0199;3;229;81;102;;;blanche, candela, spark;alakazam v, alcremie, alolan exeggutor v, arcanine, arceus v, arceus vstar, archeops, arctozolt, arrokuda, bibarel, blastoise v, blastoise vmax, blitzle, boltund v;aipom bustle slap, alolan exeggutor v growing tall head swing, alolan raticate chase up super fang, alolan rattata hyper fang, ambipom primate dexterity full tilt fling, ariados poison string up absorb, articuno ice symbol freezing wind, bibarel reassuring dam hammer in, bidoof take down, blastoise vitality spring hydro pump, blissey enriching egg zen headbutt, bulbasaur vine whip razor leaf, camerupt split bomb heat blast, chansey delicious egg gentle slap;zwak/alternatief
Sword & Shield;SWSH Black Star Promos;PR-SW;;5;5051;0.0191;3;229;89;109;;;blanche, candela, spark;alakazam v, alcremie, alolan exeggutor v, arcanine, arceus v, arceus vstar, archeops, arctozolt, arrokuda, bibarel, blastoise v, blastoise vmax, blitzle, boltund v;aipom bustle slap, alolan exeggutor v growing tall head swing, alolan raticate chase up super fang, alolan rattata hyper fang, ambipom primate dexterity full tilt fling, ariados poison string up absorb, articuno ice symbol freezing wind, bibarel reassuring dam hammer in, bidoof take down, blastoise vitality spring hydro pump, blissey enriching egg zen headbutt, bulbasaur vine whip razor leaf, camerupt split bomb heat blast, chansey delicious egg gentle slap;zwak/alternatief
Sword & Shield;SWSH Black Star Promos;PR-SW;;6;4390;0.0136;3;229;207;293;;;klara, marnie, professor burnet;alakazam v, alcremie, alolan exeggutor v, arcanine, arceus v, arceus vstar, archeops, arctozolt, arrokuda, bibarel, blanche, blastoise v, blastoise vmax, blitzle;abomasnow toughness boost mega punch, acerola s premonition, adventurer s discovery, air balloon, alcremie additional order rainbow flavor, allister, applin withdraw, ariados spider net poison sting, aromatic g energy, aurora energy, banette resolute spite eerie light, bea, beedrill persist sting jet spear, bird keeper;zwak/alternatief
Sword & Shield;SWSH Black Star Promos;PR-SW;;7;6194;0.0131;2;229;83;109;WCD;;klara, professor burnet;alakazam v, alcremie, alolan exeggutor v, arcanine, arceus v, arceus vstar, archeops, arctozolt, arrokuda, bibarel, blanche, blastoise v, blastoise vmax, blitzle;archeops primal turbo speed wing, artazon, basic lightning energy, basic psychic energy, basic water energy, battle vip pass, boss s orders ghetsis, box of disaster, capturing aroma, choice belt, collapsed stadium, colress s experiment, comfey flower selecting spinning attack, cram o matic;zwak/alternatief
Sword & Shield;SWSH Black Star Promos;PR-SW;;8;3419;0.0125;2;229;92;102;;;marnie, poke ball;alakazam v, alcremie, alolan exeggutor v, arcanine, arceus v, arceus vstar, archeops, arctozolt, arrokuda, bibarel, blanche, blastoise v, blastoise vmax, blitzle;absol dark cutter, alcremie v sugary sprinkles sweet splash, alcremie vmax adornment g max whisk, altaria miraculous charm speed dive, arbok sharp fang tail snap, bede, beedrill poison jab, carvanha bite, centiskorch searing flame heat crawler, charizard v claw slash fire spin, charizard vmax claw slash g max wildfire, darkness energy, drednaw v solid shell powerful bite, drednaw vmax solid shell g max headbutt;zwak/alternatief
Other;McDonald's Collection 2022;—;;;;;;15;;;;;;;;geen kandidaat
Other;McDonald's Collection 2021;—;;;;;;25;;;;;;;;geen kandidaat
Other;Pokémon Futsal Collection;FUT20;;;;;;5;;;;;;;;geen kandidaat
Other;McDonald's Collection 2019;—;;;;;;12;;;;;;;;geen kandidaat
Other;McDonald's Collection 2018;—;;;;;;12;;;;;;;;geen kandidaat
Other;McDonald's Collection 2017;—;;;;;;12;;;;;;;;geen kandidaat
Other;McDonald's Collection 2016;—;;;;;;12;;;;;;;;geen kandidaat
Other;McDonald's Collection 2015;—;;;;;;12;;;;;;;;geen kandidaat
Other;McDonald's Collection 2014;—;;;;;;12;;;;;;;;geen kandidaat
Other;McDonald's Collection 2012;—;;;;;;12;;;;;;;;geen kandidaat
Other;McDonald's Collection 2011;—;;;;;;12;;;;;;;;geen kandidaat
Other;Pokémon Rumble;—;;;;;;16;;;;;;;;geen kandidaat
Other;Best of Game;BP;;;;;;9;;;;;;;;geen kandidaat
